Restaurant ID,Restaurant Name,City,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Price range,Aggregate rating,Votes
3167,Darbar E Awadh,New Delhi,"Dilli Haat, INA",77.2069673,28.5733089,"North Indian, Mughlai",750,No,No,2,3.2,26
3168,Blues,New Delhi,Connaught Place,77.22061079,28.62986493,"Continental, Mexican, American, Italian, North Indian",1100,No,No,3,3.7,706
3170,Kitchen of Awadh,New Delhi,South Extension 1,77.2203517,28.5691173,North Indian,800,No,No,2,3.4,64
3173,Pind Balluchi,New Delhi,Karkardooma,77.3047359,28.649656,"North Indian, Mughlai",850,Yes,Yes,2,2.6,192
3180,Bhaja Govindam,New Delhi,Daryaganj,77.2360697,28.6411412,"North Indian, South Indian",700,Yes,No,2,3.8,189
3181,Zaika,New Delhi,Daryaganj,77.240526,28.6437016,"North Indian, Chinese, Mughlai",600,No,No,2,3.4,159
3182,Chandrika,New Delhi,Daryaganj,77.2373386,28.6409469,North Indian,400,No,No,1,2.9,6
3183,Akash Deep,New Delhi,Daryaganj,77.2403806,28.6442398,"North Indian, South Indian, Chinese, Fast Food",600,No,No,2,2.8,28
3185,Suvidha Vegetarian,New Delhi,Daryaganj,77.2398417,28.6437405,North Indian,350,No,No,1,3.6,88
3190,Big Chill,New Delhi,Kailash Colony,77.2421318,28.5527692,"Italian, Continental, European, Cafe",1500,No,No,3,4.4,1521
3192,Big Chill,New Delhi,"DLF Place Mall, Saket",77.21779615,28.52817627,"Italian, Continental, European, Cafe",1500,No,No,3,4.4,2777
3202,Atrium Bar  & Lounge - The Suryaa New Delhi,New Delhi,"The Suryaa New Delhi, New Friends Colony",77.26953889,28.56109444,Finger Food,3000,Yes,No,4,3.1,26
3207,Buzz,New Delhi,"MGF Metropolitan Mall, Saket",77.22022153,28.52954866,"North Indian, Chinese, Italian, Finger Food",2000,No,Yes,4,3.4,220
3212,Chicane,Noida,"Spice World Mall, Sector 25",77.3410212,28.5854928,"European, North Indian, Chinese",2500,Yes,No,4,2.2,116
3213,Khaaja Chowk,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0801711,28.4805322,"North Indian, Mughlai, South Indian, Rajasthani, Street Food",1000,Yes,Yes,3,3.6,496
3223,Domino's Pizza,New Delhi,Model Town 2,77.1899876,28.7058889,"Pizza, Fast Food",700,No,No,2,2.8,94
3224,Domino's Pizza,New Delhi,"DLF City Centre Mall, Shalimar Bagh",77.1581778,28.7030171,"Pizza, Fast Food",700,No,No,2,3,63
3226,Flluid - Mosaic Hotels,Noida,"Mosaic Hotels, Sector 18, Noida",77.32554484,28.57102038,"Continental, North Indian, Mexican",2200,Yes,No,4,3.2,135
3227,GBar - The Grand New Delhi,New Delhi,"The Grand New Delhi, Vasant Kunj",77.15246,28.538993,"American, Finger Food",2650,Yes,No,4,3.3,145
3229,Subway,New Delhi,Rohini,77.1170101,28.7009376,"American, Fast Food, Salad, Healthy Food",500,No,Yes,2,3.3,132
3230,Subway,New Delhi,Netaji Subhash Place,77.1519316,28.6953879,"American, Fast Food, Salad, Healthy Food",500,No,Yes,2,3.4,131
3235,Eau De Monsoon - Le Meridien,New Delhi,"Le Meridien, Janpath",77.2185653,28.6187207,"Continental, European, North Indian, French",4500,Yes,No,4,4,189
3237,Club Ice Cube,Noida,"The Great India Place, Sector 38",77.3264748,28.5680674,"North Indian, Continental, Chinese",2400,Yes,No,4,2,230
3238,Ikko,New Delhi,Chanakyapuri,77.1860137,28.6021467,"North Indian, Mughlai",1650,Yes,No,3,2.9,10
3239,Insomnia - Taj Vivanta,New Delhi,"Taj Vivanta, Khan Market",77.2294337,28.6012192,"Italian, Continental, Finger Food",3000,Yes,No,4,3.3,50
3243,K2 Restaurant,Gurgaon,"Plaza Mall, MG Road",77.0730853,28.4777065,"Korean, Chinese",2000,Yes,No,4,3,21
3246,Le Belvedere - Le Meridien,New Delhi,"Le Meridien, Janpath",77.2185552,28.6188632,Chinese,5000,Yes,No,4,3.5,114
3247,Apni Rasoi,New Delhi,Rohini,77.1261797,28.7183841,North Indian,300,No,No,1,3,76
3250,Maamouchee @ My Way,Noida,"Centre Stage Mall, Sector 18",77.32309598,28.56822692,"Italian, Lebanese, North Indian",1100,Yes,Yes,3,3.5,278
3251,Mandarin Trail,Noida,"The Great India Place, Sector 38",77.3255325,28.5672163,Chinese,1500,Yes,No,3,3.7,517
3252,Apni Rasoi,New Delhi,Delhi University-GTB Nagar,77.2076173,28.6984992,"North Indian, Chinese",400,No,Yes,1,2.8,109
3254,Metropolis Bar,New Delhi,Paharganj,77.21045556,28.64062222,"Chinese, Continental, North Indian",700,No,No,2,3,22
3260,Opium Bar - Hotel City Park,New Delhi,"Hotel City Park, Pitampura",77.1430501,28.7056604,"Finger Food, North Indian, Chinese",2000,Yes,No,4,2.8,19
3264,Polo Lounge - Hyatt Regency,New Delhi,"Hyatt Regency, Bhikaji Cama Place",77.185331,28.56904,Finger Food,2500,Yes,No,4,3.6,49
3269,RPM,New Delhi,"Basant Lok Market, Vasant Vihar",77.16416772,28.55756561,Finger Food,1800,Yes,No,3,2.4,92
3283,Elan - The Lodhi,New Delhi,"The Lodhi, Lodhi Road",77.238315,28.5921591,"North Indian, Continental, Italian",3000,Yes,No,4,3.8,185
3286,The Cavalry Bar - Maidens Hotel,New Delhi,"Maidens Hotel, Civil Lines",77.2258308,28.67367,Finger Food,2000,Yes,No,4,2.7,17
3288,Shanghai Bar & Lounge - The Bristol Hotel,Gurgaon,"The Bristol Hotel, DLF Phase 1",77.09232,28.4799981,Finger Food,2400,Yes,No,4,3,17
3293,Thugs - Hotel Broadway,New Delhi,"Hotel Broadway, Daryaganj",77.2379557,28.6409625,Finger Food,1100,No,No,3,3.4,72
3295,Restaurant De Seoul,New Delhi,"Ansal Plaza Mall, Khel Gaon Marg",77.2245397,28.562518,"Japanese, Korean",2500,Yes,No,4,3.6,59
3298,Voda Bar,New Delhi,South Extension 2,77.2193667,28.5689576,"Chinese, North Indian",2200,Yes,No,4,3.2,28
3306,Bamboo Shoots,Noida,Sector 18,77.32396636,28.57153949,"Chinese, Seafood, Asian",1600,Yes,Yes,3,3.9,515
3322,Bengal Sweet Corner,New Delhi,Ashok Vihar Phase 1,77.1725562,28.692666,"North Indian, South Indian, Chinese, Fast Food, Mithai",500,No,No,2,2.8,102
3326,The Mirch Masala,New Delhi,Ashok Vihar Phase 1,77.1736345,28.6873066,North Indian,650,No,No,2,3.2,22
3329,Wah Ji Wah,New Delhi,Ashok Vihar Phase 2,77.1795361,28.6960643,"North Indian, Chinese",350,No,Yes,1,2.6,142
3332,Bharat Sweets,New Delhi,Ashok Vihar Phase 2,77.1780375,28.6929229,"Mithai, Street Food",250,No,No,1,3.5,28
3333,Bharat Sweets,New Delhi,Pitampura,77.1400381,28.6984959,"Mithai, Street Food",250,No,No,1,3.5,26
3337,Om Hotel,New Delhi,Jangpura,77.2417277,28.5805634,"North Indian, Mughlai, South Indian",600,No,No,2,3.3,140
3338,Novelty Dairy & Stores,New Delhi,Jangpura,77.2439279,28.5837753,Fast Food,200,No,No,1,4.1,352
3339,Beliram Degchiwala,New Delhi,Jangpura,77.2450505,28.5828513,"North Indian, Mughlai",900,No,Yes,2,3.5,107
3346,Chef Style,Gurgaon,"DLF Galleria, DLF Phase 4",77.0817637,28.4673798,"North Indian, Mughlai",700,Yes,Yes,2,3.8,239
3362,361 Restaurant & Banquet,New Delhi,Pitampura,77.1405619,28.6977426,"North Indian, Chinese, Seafood",1100,Yes,Yes,3,3.4,67
3363,New Vikrant Restaurant,New Delhi,GTB Nagar,77.2053503,28.6987623,"North Indian, Mughlai, Chinese",550,No,No,2,3.5,90
3370,BTW,New Delhi,"Aggarwal City Plaza, Rohini",77.1177269,28.7003322,"Street Food, South Indian, Mithai",400,No,No,1,3.4,167
3371,BTW,New Delhi,"Living Style Mall, Jasola",77.2967702,28.5411254,"North Indian, Street Food, South Indian, Mithai",400,No,No,1,3.3,205
3372,BTW,New Delhi,Netaji Subhash Place,77.1499094,28.6937161,Street Food,200,No,No,1,3.7,459
3375,Eating Corner,New Delhi,Model Town 2,77.1908861,28.7057958,"North Indian, Fast Food, Street Food",300,No,No,1,3.7,142
3378,China Kitchen - Hyatt Regency,New Delhi,"Hyatt Regency, Bhikaji Cama Place",77.185331,28.56904,Chinese,4500,Yes,No,4,4,424
3379,La Piazza - Hyatt Regency,New Delhi,"Hyatt Regency, Bhikaji Cama Place",77.185331,28.56904,Italian,4500,Yes,No,4,3.9,410
3381,Alkakori Alkauser,New Delhi,R K Puram,77.1672392,28.5651411,"Mughlai, North Indian",800,No,Yes,2,3.7,629
3383,Ahad Sons Restaurant,New Delhi,Uday Park,77.2182605,28.5607572,Kashmiri,750,No,No,2,3.4,104
3392,Kunzum Travel Cafe,New Delhi,Hauz Khas Village,77.1943217,28.55333,Cafe,200,No,No,1,4.2,542
3393,Parikrama - The Revolving Restaurant,New Delhi,Connaught Place,77.22263787,28.62845265,"North Indian, Chinese, Mughlai",2400,No,No,4,3.8,2689
3394,Zaffran,New Delhi,Connaught Place,77.221559,28.6336168,"North Indian, Mughlai",1800,No,No,3,3.9,908
3400,Gung The Palace,New Delhi,Green Park,77.2054344,28.5568725,Korean,2500,Yes,No,4,3.7,303
3401,Mirch Masala MM Cafe,New Delhi,Delhi University-GTB Nagar,77.20421,28.6959218,"North Indian, Chinese, Cafe",550,No,Yes,2,3.7,484
3403,Basil & Thyme,New Delhi,Sunder Nagar,77.241099,28.6014758,"Continental, European",2200,Yes,No,4,3.6,127
3406,Amici Cafe,New Delhi,Khan Market,77.2272679,28.6008757,"Cafe, Pizza, Italian",1200,Yes,Yes,3,3.8,863
3425,Latitude 28,New Delhi,Khan Market,77.2264353,28.5996365,"American, Continental, Italian",2000,Yes,No,4,3.8,203
3428,City of Joy,New Delhi,Alaknanda,77.25312788,28.53267894,Bengali,800,No,No,2,3.9,452
3431,Zambar,Gurgaon,"Ambience Mall, Gurgaon",77.0971853,28.5026128,"South Indian, Seafood, Kerala",1400,Yes,Yes,3,4,802
3443,Fresh Food Factory,Noida,Sector 3,77.3173193,28.5810955,"North Indian, Chinese",300,No,No,1,3.9,140
3445,Curry n Phulka,Gurgaon,Golf Course Road,77.0979495,28.4494782,"North Indian, Chinese",550,No,Yes,2,2.8,48
3446,Giani,Gurgaon,"Central Plaza Mall, Golf Course Road",77.1009167,28.4430378,"Ice Cream, Desserts",400,No,Yes,1,3.4,70
3449,Subway,Gurgaon,"Central Plaza Mall, Golf Course Road",77.1009167,28.4430378,"American, Fast Food, Salad, Healthy Food",500,No,Yes,2,2.5,150
3455,Subway,New Delhi,"West End Mall, Janak Puri",77.0795544,28.6301884,"American, Fast Food, Salad, Healthy Food",500,No,Yes,2,2.1,152
3463,Balaji Dhaba,New Delhi,Satyaniketan,77.1689617,28.5876911,North Indian,300,No,No,1,2.7,11
3464,Alfa Kathi Rolls,New Delhi,Satyaniketan,77.1687579,28.5875672,Fast Food,250,No,No,1,2.6,23
3465,Southy,New Delhi,Bhikaji Cama Place,77.18844105,28.56823664,South Indian,400,No,Yes,1,2.4,33
3467,Green Chick Chop,New Delhi,Yusuf Sarai,77.2071919,28.5579587,"Raw Meats, North Indian, Fast Food",350,No,No,1,3.1,30
3468,Hot n Hot,New Delhi,Green Park,77.203602,28.5526247,"Chinese, Fast Food",450,No,No,1,2.4,23
3469,Punjab Restaurant,New Delhi,Yusuf Sarai,77.2072368,28.5617724,"North Indian, Mughlai",600,No,No,2,3.2,46
3483,Burmese Kitchen Plus,Gurgaon,DLF Phase 1,77.1002873,28.4778552,"Burmese, Chinese, Thai",800,No,No,2,3.4,65
3490,Rozy Restaurant,New Delhi,Lajpat Nagar 2,77.2428952,28.5694702,"North Indian, South Indian, Chinese",500,No,No,2,2.6,50
3492,Concept,New Delhi,Defence Colony,77.2388538,28.5782285,"North Indian, Mughlai, Chinese",600,No,No,2,3.9,301
3493,Dawat,New Delhi,Lodhi Colony,77.2205314,28.5838333,"North Indian, Chinese, Mughlai",450,No,No,1,2.9,49
3494,Hot Chimney,New Delhi,Lodhi Colony,77.2205314,28.5837437,"North Indian, Chinese, Mughlai",850,Yes,No,2,2.5,55
3497,Green Chick Chop,New Delhi,Lodhi Colony,77.2206212,28.5829457,"Raw Meats, North Indian, Fast Food",350,No,No,1,2.9,12
3504,Sanjha Chulha,New Delhi,Chittaranjan Park,77.25324858,28.53638025,"North Indian, Mughlai",550,No,No,2,2.7,70
3506,Indian Coffee House,New Delhi,Connaught Place,77.2160401,28.6305402,Fast Food,200,No,No,1,3.3,1300
3507,Subway,New Delhi,"Vasant Square Mall, Vasant Kunj",77.1561628,28.5250677,"American, Fast Food, Salad, Healthy Food",500,No,Yes,2,2.5,131
3516,Blue Water Grille,New Delhi,Punjabi Bagh,77.12141566,28.66572954,"North Indian, Mughlai, Chinese, Seafood",700,No,Yes,2,3.5,180
3522,Sandwich King,New Delhi,Netaji Subhash Place,77.1497494,28.6937508,"Fast Food, Beverages",500,No,No,2,3.8,99
3536,Barista,Gurgaon,"Qutab Plaza, DLF Phase 1",77.1022778,28.4715146,Cafe,650,No,No,2,3.3,41
3538,Giani,Gurgaon,"Supermart 1, DLF Phase 4",77.08695229,28.46246192,"Ice Cream, Desserts",400,No,Yes,1,3.6,115
3540,McDonald's,Gurgaon,"DLF Mega Mall, DLF Phase 1",77.09302582,28.47586163,"Fast Food, Burger",500,No,No,2,2.6,30
3541,Zaffran,New Delhi,"Kasbah, Greater Kailash (GK) 1",77.2329263,28.556869,"North Indian, Mughlai",2000,No,No,4,4.5,524
3545,NYC - Radisson Blu Plaza Delhi,New Delhi,"Radisson Blu Plaza Delhi, Mahipalpur",77.119797,28.5438174,"North Indian, Continental, Italian",3000,Yes,No,4,4.4,315
3546,R The Lounge - Radisson Blu Plaza Delhi,New Delhi,"Radisson Blu Plaza Delhi, Mahipalpur",77.1196172,28.5437105,Cafe,1000,No,No,3,3.7,33
3547,The Great Kabab Factory - Radisson Blu Plaza Delhi,New Delhi,"Radisson Blu Plaza Delhi, Mahipalpur",77.119797,28.543907,"North Indian, Mughlai",3000,Yes,No,4,4.2,532
3549,Savannah Bar - Radisson Blu Plaza Delhi,New Delhi,"Radisson Blu Plaza Delhi, Mahipalpur",77.1196172,28.5438001,Finger Food,2500,Yes,No,4,3.3,24
3554,Southy,New Delhi,Adchini,77.19795015,28.53747419,South Indian,450,No,Yes,1,2.6,113
3559,Bakers Oven,Gurgaon,"Vyapar Kendra, Sushant Lok",77.083832,28.4606752,"Bakery, Desserts",600,No,Yes,2,3.6,69
3565,A 1 - Snacks and food corner,Gurgaon,DLF Phase 3,77.0942076,28.4899921,"North Indian, Chinese, Fast Food",350,No,Yes,1,2.5,16
3568,Moet's Sizzlers,New Delhi,Defence Colony,77.2304115,28.5731228,Continental,1600,No,No,3,3,496
3575,Gung The Palace,Gurgaon,Sector 29,77.0625436,28.4685726,Korean,2500,Yes,Yes,4,4.2,327
3582,Komachi,Gurgaon,MG Road,77.0731066,28.4776351,Japanese,1200,Yes,No,3,3.2,39
3585,Suburbia - The Empire,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0802349,28.4811283,"Continental, European, North Indian",1800,Yes,No,3,2.1,90
3586,Barista,Gurgaon,"DT City Centre Mall, MG Road",77.0808644,28.4788581,Cafe,650,No,Yes,2,3.3,25
3589,Mad Over Donuts,New Delhi,Greater Kailash (GK) 1,77.2334652,28.5499281,Desserts,450,No,Yes,1,3.8,187
3603,Pizza Hut Delivery,Gurgaon,"Omaxe Celebration Mall, Sohna Road, Gurgaon",77.0432685,28.4109555,"Italian, Pizza, Fast Food",800,No,Yes,2,2.2,93
3606,Sagar Ratna,Gurgaon,Sector 29,77.0629673,28.4681718,"South Indian, North Indian, Chinese",600,No,No,2,2.7,235
3607,Southy,New Delhi,Nehru Place,77.250474,28.549901,South Indian,450,No,Yes,1,2.5,94
3608,Domino's Pizza,New Delhi,Nehru Place,77.2510672,28.5501668,"Pizza, Fast Food",700,No,No,2,3,71
3610,Giani's,New Delhi,Kalkaji,77.253107,28.542481,"Ice Cream, Desserts",400,No,Yes,1,3.5,80
3611,Giani's,New Delhi,Greater Kailash (GK) 2,77.2400539,28.5399106,"Ice Cream, Desserts",400,No,Yes,1,3.6,173
3620,Cafe Diva,New Delhi,Greater Kailash (GK) 1,77.2333753,28.5566428,"European, Italian",2200,Yes,Yes,4,3.9,347
3632,Punjabi Zaika,New Delhi,Chittaranjan Park,77.2534878,28.5364501,"Chinese, Mughlai, North Indian",500,No,Yes,2,2.9,39
3634,Roll Club,New Delhi,Kalkaji,77.2520322,28.54306356,Fast Food,250,No,No,1,3.3,91
3635,New Shere Punjab Dhaba,New Delhi,Kalkaji,77.2570837,28.540697,North Indian,600,No,No,2,3.6,91
3636,Gopala,New Delhi,Nehru Place,77.2523434,28.5484867,"North Indian, Street Food",150,No,No,1,3,12
3637,Dill's Chawla Chik Inn,New Delhi,Panchsheel Park,77.2301503,28.543918,"North Indian, Mughlai",550,No,Yes,2,3.4,66
3638,Snack Junction,New Delhi,Nehru Place,77.2522346,28.5485744,"North Indian, Chinese",250,No,No,1,3,27
3654,Kathi Express,New Delhi,Vikaspuri,77.06992965,28.62748827,"Fast Food, Chinese",500,No,No,2,2.6,33
3657,The China Town,New Delhi,Vikaspuri,77.07022168,28.63504182,Chinese,600,No,No,2,3.4,26
3665,Welcome Food Point,New Delhi,Vikaspuri,77.0743071,28.6390833,"Chinese, North Indian",600,No,Yes,2,2.3,26
3679,Choco House,Noida,Sector 50,77.361738,28.5695102,Desserts,450,No,No,1,3.4,18
3681,Nikku Hotel,New Delhi,Jangpura,77.2515162,28.5823905,"North Indian, Chinese, Fast Food",500,No,Yes,2,2.6,9
3684,Pal Refreshment Corner,New Delhi,Jangpura,77.2417277,28.580653,"North Indian, Chinese",500,No,Yes,2,3.5,32
3685,N. Iqbal Restaurant,New Delhi,Nizamuddin,77.2435238,28.5916689,"North Indian, Mughlai",350,No,No,1,3.2,40
3686,Aggarwal Sweet and Restaurant,New Delhi,South Extension 2,77.22013604,28.56371164,"North Indian, Mithai",400,No,No,1,2.9,18
3695,Geoffrey's,Noida,"Centre Stage Mall, Sector 18",77.32315633,28.56812092,"Asian, Continental, Italian, North Indian",2600,Yes,No,4,3,579
3700,Kamal's,New Delhi,IP Extension,77.3031053,28.6351912,"North Indian, South Indian, Chinese, Fast Food",550,No,Yes,2,2.8,103
3707,Subway,Noida,Sector 50,77.3619175,28.5705134,"American, Fast Food, Salad, Healthy Food",500,No,No,2,2.5,165
3719,TGI Friday's,New Delhi,"DLF Place Mall, Saket",77.21612245,28.52857924,"American, Tex-Mex",2500,Yes,Yes,4,3.7,984
3735,Anands,Noida,Greater Noida,77.5103894,28.4704639,"Chinese, North Indian",500,No,Yes,2,2.6,36
3740,Hungry - I,Noida,Sector 44,77.3323527,28.5579975,"Cafe, Italian, Chinese, Continental",550,No,Yes,2,3.7,431
3744,Ekta's Kitchen,New Delhi,"Living Style Mall, Jasola",77.2972363,28.5413197,"North Indian, Mughlai, Chinese",650,No,Yes,2,3.2,67
3753,Dev's Restaurant & Bar,Noida,Sector 62,77.3716062,28.6142808,"North Indian, Mughlai, Chinese",1500,No,Yes,3,3.1,56
3764,Kamboj's,Noida,Sector 110,77.38638707,28.53210161,"North Indian, Mughlai, Chinese",800,Yes,Yes,2,2.4,76
3772,Masala Magic,New Delhi,Krishna Nagar,77.2815369,28.6592597,"North Indian, South Indian, Fast Food",400,No,No,1,3,16
3779,Subway,New Delhi,"V3S Mall, Laxmi Nagar",77.2862019,28.6371001,"American, Fast Food, Salad, Healthy Food",500,No,Yes,2,2.5,163
3782,Fresc Co,New Delhi,Janpath,77.2197229,28.6282932,"Italian, Mediterranean",1900,Yes,Yes,3,3.8,1347
3790,Bikanervala,New Delhi,Preet Vihar,77.2947783,28.6393251,"North Indian, South Indian, Fast Food, Street Food, Chinese, Mithai",500,No,No,2,3.4,81
3793,Giani's,New Delhi,Preet Vihar,77.296273,28.6427964,"Ice Cream, Desserts",400,No,Yes,1,3.2,51
3796,Deez Biryani & Kebabs,Noida,Sector 18,77.32459467,28.56839947,"Biryani, North Indian, Mughlai",650,No,Yes,2,3.5,430
3797,Costa Coffee,New Delhi,Saket,77.2168935,28.5280456,Cafe,600,No,No,2,3.7,118
3814,Al Zaitoon,New Delhi,"DLF Place Mall, Saket",77.21593738,28.52888088,"Lebanese, Mediterranean, Arabian",850,No,Yes,2,3.5,246
3824,Let's Noodle,Ghaziabad,"Shipra Mall, Indirapuram",77.36971814,28.63421758,Chinese,700,No,Yes,2,2.6,181
3851,Sethi's Kabab & Curries,New Delhi,Mayur Vihar Phase 2,77.3013079,28.6198516,North Indian,500,No,No,2,3.1,22
3854,New Hyderabadi Biryani House,New Delhi,Mayur Vihar Phase 2,77.301318,28.6196741,"North Indian, Biryani",500,No,Yes,2,2.5,25
3855,L'Angoor,Gurgaon,MG Road,77.1020768,28.4806041,"American, Seafood, Italian, Japanese, Thai",2500,Yes,No,4,3.5,57
3863,Giani,Faridabad,Sector 15,77.3216428,28.3951385,"Ice Cream, Desserts",400,No,No,1,3.6,70
3866,Subway,Faridabad,Sector 15,77.3219427,28.3948264,"American, Fast Food, Salad, Healthy Food",500,No,No,2,3.5,143
3892,Domino's Pizza,New Delhi,Pitampura,77.1350789,28.6886191,"Pizza, Fast Food",700,No,No,2,2.6,65
3893,Domino's Pizza,New Delhi,Netaji Subhash Place,77.1506285,28.6936956,"Pizza, Fast Food",700,No,No,2,3.4,85
3894,Haldiram's,New Delhi,"D Mall, Netaji Subhash Place",77.1518867,28.691936,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",550,No,No,2,3.7,262
3909,Viva Hyderabad,Gurgaon,"Raheja Mall, Sohna Road",77.0394902,28.4234142,"Biryani, North Indian",600,No,Yes,2,2.3,32
3910,24/7 Restaurant - The Lalit New Delhi,New Delhi,"The Lalit New Delhi, Barakhamba Road",77.22756944,28.63148611,"Continental, North Indian, Italian, Asian",5100,Yes,No,4,3.7,419
3918,Wah Ji Wah,New Delhi,Kirti Nagar,77.1284425,28.6517775,North Indian,350,No,No,1,2.1,54
3921,Joy Luck Moon,New Delhi,"Select Citywalk Mall, Saket",77.21960329,28.52849352,Chinese,1800,Yes,Yes,3,3.5,385
3924,S-18 - Radisson Blu,Noida,"Radisson Blu, Sector 18, Noida",77.32218973,28.56859793,"Mediterranean, Continental, North Indian, Italian",3200,Yes,No,4,3.5,218
3935,By The Way - Bellagio,New Delhi,"Bellagio, Ashok Vihar Phase 2",77.1799244,28.6963277,"Italian, Continental",1000,Yes,Yes,3,2.9,120
3936,Soul Curry - Bellagio,New Delhi,"Bellagio, Ashok Vihar Phase 2",77.1799244,28.6963277,"North Indian, Mughlai",1100,Yes,Yes,3,3.6,158
3937,The One - Le Meridien,New Delhi,"Le Meridien, Janpath",77.2185552,28.6188632,Continental,4500,Yes,No,4,3.8,273
3939,Sandwich King,Noida,Sector 62,77.3631735,28.613038,Fast Food,500,No,Yes,2,3.5,215
3943,Henri's Bar - Le Meridien,New Delhi,"Le Meridien, Janpath",77.2185552,28.6187736,Finger Food,2000,No,No,4,3.3,20
3948,Ricks Bar - The Taj Mahal Hotel,New Delhi,"The Taj Mahal Hotel, Mansingh Road",77.22273611,28.60440165,"Malaysian, Thai",4200,Yes,No,4,3.6,64
3953,Club Prison,Gurgaon,"Sahara Mall, MG Road",77.0865747,28.4797207,Finger Food,1800,No,No,3,2.4,53
3955,Samavar - The Ashok,New Delhi,"The Ashok, Chanakyapuri",77.195892,28.597062,"Continental, North Indian, Chinese",2200,Yes,No,4,3.2,48
3961,Palmyra - The Bristol Hotel,Gurgaon,"The Bristol Hotel, DLF Phase 1",77.0923077,28.4799845,"Continental, North Indian",2500,Yes,No,4,3.3,57
3966,Puran Chand,New Delhi,Pitampura,77.1393754,28.6991601,North Indian,750,No,Yes,2,2.6,48
3967,Bobby Punjabi Rasoi,New Delhi,Pitampura,77.1390339,28.6987597,"North Indian, Mughlai",650,No,Yes,2,2.6,113
3972,Khalsa,New Delhi,Punjabi Bagh,77.11728808,28.66676065,North Indian,550,No,Yes,2,2.7,55
3974,Mitra Da Dhaba,New Delhi,West Patel Nagar,77.1639289,28.6495338,North Indian,400,No,No,1,3.5,216
3979,Empire The Meat Shop,New Delhi,East Patel Nagar,77.1736976,28.6461308,"Raw Meats, Fast Food",400,No,No,1,3.3,31
3980,Sat Guru Dhaba,New Delhi,East Patel Nagar,77.1730339,28.6463295,North Indian,350,No,No,1,2.6,43
4000,Mukesh Chic-Inn Hot & Spice,New Delhi,Jail Road,77.0969155,28.6356447,Mughlai,400,No,Yes,1,3,9
4010,Bon App��tit,New Delhi,Janakpuri,77.0820832,28.6296625,Fast Food,350,No,Yes,1,3.8,212
4016,The Destination,New Delhi,Janakpuri,77.0910311,28.6284185,"Chinese, Mughlai",1400,Yes,Yes,3,3.3,85
4018,Hot Curries,New Delhi,Janakpuri,77.09035702,28.61683827,"North Indian, Mughlai, Chinese",700,No,Yes,2,3.4,60
4019,Meenu Caterers,New Delhi,Janakpuri,77.090369,28.6168861,"North Indian, Chinese",600,No,Yes,2,2.7,82
4021,Tandoor Bar-Be-Que,New Delhi,Janakpuri,77.0846413,28.6218773,"North Indian, Mughlai",600,No,Yes,2,3.5,131
4036,Supa's Restaurant,New Delhi,Kirti Nagar,77.142172,28.6506233,"North Indian, Chinese",800,Yes,No,2,3.2,50
4053,Bikanervala,New Delhi,Chandni Chowk,77.2244176,28.6566711,"North Indian, South Indian, Fast Food, Street Food, Chinese, Desserts, Mithai",550,No,No,2,2.8,42
4055,Bikanervala,New Delhi,Chanakyapuri,77.1912454,28.5851618,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",450,No,No,1,3.4,113
4056,Bikanervala,New Delhi,Rohini,77.1159313,28.697879,"North Indian, Chinese, South Indian, Street Food, Fast Food, Mithai",550,No,Yes,2,3.4,110
4065,Kaveri,New Delhi,Delhi University-GTB Nagar,77.2052412,28.6946441,North Indian,300,No,No,1,3.3,51
4079,Bawarchi,New Delhi,Gujranwala Town,77.193222,28.6978702,"North Indian, Chinese",450,No,No,1,3.3,32
4084,34 Parkstreet Lane,New Delhi,Mukherjee Nagar,77.2152884,28.7112918,Fast Food,200,No,No,1,2.9,4
4088,Prince Snacks & Momo's Point,New Delhi,Delhi University-GTB Nagar,77.204991,28.6945186,Chinese,300,No,No,1,3.4,39
4089,New Darvesh,New Delhi,Civil Lines,77.2203223,28.6976361,"Chinese, South Indian",150,No,No,1,3,14
4090,Hari Om Bhojnalaya,New Delhi,Model Town 3,77.1847764,28.7084342,North Indian,400,No,No,1,3.2,21
4092,Changezi Chicken,New Delhi,Daryaganj,77.2402908,28.6435145,"North Indian, Mughlai",500,No,Yes,2,3.7,519
4096,Nagaland's Kitchen,New Delhi,Green Park,77.2057351,28.5577921,"Chinese, Thai, Seafood, Naga",1200,Yes,No,3,3.8,556
4101,French Crust - The Suryaa New Delhi,New Delhi,"The Suryaa New Delhi, New Friends Colony",77.26953889,28.56109444,"Cafe, Bakery",900,No,No,2,3.3,19
4121,Pizza Hut Delivery,Gurgaon,Sector 23,77.0541569,28.504122,"Italian, Pizza, Fast Food",800,No,Yes,2,2.7,53
4122,Republic of Chicken,Gurgaon,Sector 14,77.0484406,28.4736075,"Raw Meats, Fast Food",400,No,No,1,2.8,9
4133,Chin Chin,Gurgaon,Sector 29,77.0626975,28.4682354,Chinese,1500,Yes,Yes,3,3.5,429
